#name	chrom	strand	txStart	txEnd	cdsStart	cdsEnd	exonCount	exonStarts	exonEnds	name2
uc001aix.1	chr1	-	2105776	2129032	2106576	2122397	8	2105776,2114937,2119305,2122348,2124734,2127603,2127813,2128854,	2106812,2115209,2119441,2122524,2124929,2127723,2127966,2129032,	FP7162
uc001aiy.1	chr1	-	2110847	2116074	2111007	2116048	4	2110847,2114937,2115296,2115986,	2111080,2115209,2115432,2116074,	C1orf86
uc001aiz.1	chr1	+	2111096	2113039	2111096	2111096	1	2111096,	2113039,	BC018779
uc001aja.2	chr1	+	2149993	2231416	2150065	2228064	7	2149993,2224276,2224583,2225138,2225591,2227318,2227875,	2151034,2224402,2224699,2225401,2225884,2227549,2231416,	SKI
uc001ajb.1	chr1	-	2242555	2312853	2242681	2312832	14	2242555,2245395,2257767,2258015,2278730,2279890,2293779,2295759,2306276,2307105,2308717,2309537,2311223,2312756,	2242878,2245442,2257847,2258149,2278897,2280014,2293890,2295856,2306364,2307196,2308828,2309636,2311295,2312853,	MORN1
uc009vld.1	chr1	-	2253424	2312853	2253838	2312832	12	2253424,2257767,2258015,2278730,2279890,2293779,2295759,2306276,2307105,2308717,2309537,2312756,	2254052,2257847,2258149,2278897,2280014,2293890,2295856,2306364,2307196,2308828,2309636,2312853,	MORN1
uc001ajc.2	chr1	-	2271713	2273474	2272651	2273278	1	2271713,	2273474,	NM_001127577
uc001ajd.1	chr1	-	2276475	2312853	2276746	2312832	11	2276475,2278730,2279890,2293779,2295759,2306276,2307105,2308717,2309537,2311223,2312756,	2276763,2278897,2280014,2293890,2295856,2306364,2307196,2308828,2309636,2311295,2312853,	MORN1
uc001aje.1	chr1	+	2313073	2326734	2317089	2324423	7	2313073,2317082,2318414,2320713,2322155,2323505,2324333,	2313257,2317170,2318519,2320813,2322234,2323641,2326734,	RER1
uc001ajf.1	chr1	+	2313073	2326734	2317089	2323594	7	2313073,2317082,2318414,2320713,2322155,2323395,2324333,	2313257,2317170,2318519,2320813,2322234,2323641,2326734,	RER1
uc001ajg.1	chr1	-	2326100	2333870	2327064	2333801	6	2326100,2327782,2328018,2329750,2331669,2333689,	2327133,2327918,2328254,2330157,2331750,2333870,	PEX10
uc001ajh.1	chr1	-	2326100	2333870	2327064	2333801	6	2326100,2327782,2328018,2329750,2331669,2333689,	2327133,2327918,2328194,2330157,2331750,2333870,	PEX10
uc001aji.1	chr1	+	2397613	2426824	2397887	2426512	22	2397613,2399774,2401032,2401482,2405746,2408205,2408471,2408896,2410505,2411058,2412490,2416154,2416786,2417905,2418126,2418800,2419821,2420042,2420382,2420939,2423410,2425220,	2398011,2399921,2401274,2401611,2405917,2408299,2408675,2409017,2410677,2411166,2412634,2416247,2416869,2418003,2418309,2418908,2419946,2420127,2420529,2421019,2423708,2426824,	PLCH2
uc009vle.1	chr1	+	2401482	2426824	2401602	2426512	18	2401482,2405746,2408205,2408471,2408896,2410505,2411058,2412490,2416154,2416786,2417905,2418126,2419821,2420042,2420382,2420939,2423410,2425220,	2401611,2405917,2408299,2408675,2409017,2410677,2411166,2412634,2416247,2416869,2418003,2418309,2419946,2420127,2420529,2421019,2423708,2426824,	PLCH2
uc001ajj.1	chr1	+	2401482	2426825	2401602	2424926	19	2401482,2405746,2408205,2408471,2408896,2410505,2411058,2412490,2416154,2416786,2417905,2418126,2418800,2419821,2420042,2420382,2420939,2423410,2424915,	2401611,2405917,2408299,2408675,2409017,2410677,2411166,2412634,2416247,2416869,2418003,2418309,2418908,2419946,2420127,2420529,2421019,2424209,2426825,	PLCH2
uc001ajk.1	chr1	+	2401482	2426829	2401602	2424385	18	2401482,2405746,2408205,2408471,2408896,2410505,2411058,2412490,2416154,2416786,2417905,2418126,2418800,2419821,2420042,2420382,2420939,2423410,	2401611,2405917,2408299,2408675,2409017,2410677,2411166,2412634,2416247,2416869,2418003,2418309,2418908,2419946,2420127,2420529,2421019,2426829,	PLCH2
uc001ajl.1	chr1	+	2420042	2426824	2420417	2424926	6	2420042,2420382,2420939,2423410,2424915,2425220,	2420127,2420529,2421019,2423708,2424942,2426824,	PLCH2
uc001ajm.1	chr1	-	2429834	2447895	2430145	2447886	19	2429834,2431160,2431355,2431976,2432636,2432926,2434186,2435300,2435652,2436860,2439462,2439814,2440441,2441099,2441620,2442021,2442399,2443016,2447762,	2430359,2431229,2431456,2432081,2432686,2432982,2434338,2435388,2435765,2437016,2439563,2439896,2440623,2441253,2441713,2442205,2442614,2443099,2447895,	PANK4
uc001ajn.1	chr1	-	2450043	2451544	2450767	2451463	3	2450043,2451144,2451409,	2451048,2451310,2451544,	HES5
uc001ajo.1	chr1	-	2471372	2473405	2471372	2471372	3	2471372,2471871,2472290,	2471573,2472030,2473405,	AK021767
uc001ajp.1	chr1	-	2471372	2473405	2471372	2471372	2	2471372,2472290,	2471573,2473405,	BC114357
uc001ajq.1	chr1	-	2471581	2473405	2471581	2471581	2	2471581,2472290,	2472030,2473405,	CR749717
uc001ajr.1	chr1	-	2479150	2486613	2479705	2486314	8	2479150,2480082,2481163,2482264,2483000,2484510,2485144,2486245,	2479831,2480114,2481306,2482355,2483156,2484636,2485253,2486613,	TNFRSF14
uc001ajs.1	chr1	-	2479150	2486613	2480110	2486314	7	2479150,2480082,2482264,2483000,2484510,2485144,2486245,	2479831,2480114,2482355,2483156,2484636,2485253,2486613,	TNFRSF14
uc001ajt.1	chr1	-	2479229	2486613	2481357	2483969	5	2479229,2482264,2483000,2485144,2486245,	2481485,2482355,2484636,2485253,2486613,	TNFRSF14
uc009vlf.1	chr1	-	2481443	2486613	2482260	2486314	5	2481443,2483000,2484510,2485144,2486245,	2482355,2483156,2484636,2485253,2486613,	TNFRSF14
uc001aju.1	chr1	+	2508108	2512762	2508184	2510726	7	2508108,2508389,2509039,2509688,2509848,2510220,2510708,	2508247,2508594,2509091,2509752,2509924,2510339,2512762,	C1orf93
uc001ajv.1	chr1	+	2508108	2512762	2508184	2510726	7	2508108,2508389,2509039,2509634,2509848,2510220,2510708,	2508247,2508594,2509091,2509752,2509924,2510339,2512762,	C1orf93
uc001ajw.1	chr1	+	2508108	2512762	2508184	2510713	7	2508108,2508389,2509039,2509688,2509848,2510252,2510708,	2508247,2508594,2509091,2509752,2509924,2510339,2512762,	C1orf93
uc001ajx.1	chr1	+	2508376	2512762	2509738	2510778	6	2508376,2509039,2509688,2509828,2510252,2510708,	2508594,2509091,2509752,2509924,2510339,2512762,	C1orf93
uc009vlg.1	chr1	-	2511940	2550820	2511940	2511940	23	2511940,2512855,2513230,2513953,2514131,2515112,2515683,2516088,2516574,2517307,2517859,2519505,2519952,2525182,2525445,2526856,2527546,2528272,2530637,2530968,2532579,2533425,2550629,	2512388,2512932,2513326,2514019,2514265,2515261,2515742,2516192,2516658,2517406,2517988,2519599,2520089,2525272,2525580,2526922,2527665,2528368,2530718,2531130,2532639,2533503,2550820,	MMEL1
uc001ajy.1	chr1	-	2511940	2554289	2512288	2550756	24	2511940,2512855,2513230,2513953,2514131,2515112,2515683,2516088,2516574,2517307,2517859,2519505,2519952,2525182,2525445,2526856,2527546,2528272,2530637,2530968,2532579,2533425,2550629,2554164,	2512388,2512932,2513326,2514019,2514265,2515232,2515742,2516192,2516658,2517406,2517988,2519599,2520089,2525272,2525580,2526922,2527665,2528368,2530718,2531130,2532639,2533503,2550820,2554289,	MMEL1
uc001ajz.1	chr1	+	2927905	2929327	2928110	2929244	1	2927905,	2929327,	ACTRT2
uc001aka.1	chr1	-	2966040	2970210	2966040	2966040	6	2966040,2966653,2966924,2967530,2968014,2968713,	2966161,2966707,2967028,2967755,2968237,2970210,	DKFZp761G0122
uc001akb.1	chr1	-	2966040	2974193	2966040	2966040	6	2966040,2966653,2966924,2967530,2970635,2973760,	2966161,2966707,2967028,2970479,2970726,2974193,	AL832943
uc001akc.1	chr1	+	2975603	3345045	2975683	3340235	17	2975603,3092548,3150510,3291575,3302914,3309214,3311162,3311918,3317807,3320986,3324251,3325090,3332004,3332474,3337295,3338389,3340157,	2975720,3092898,3150561,3291710,3303017,3309422,3311310,3312072,3319224,3321071,3324421,3325168,3332174,3332649,3337532,3338564,3345045,	PRDM16
uc001akd.1	chr1	+	2975603	3345045	2975683	3340235	17	2975603,3092548,3150510,3291575,3302914,3309214,3311162,3311918,3317807,3320986,3324251,3325090,3332004,3332474,3337295,3338389,3340100,	2975720,3092898,3150561,3291710,3303017,3309422,3311310,3312072,3319224,3321071,3324421,3325168,3332174,3332649,3337532,3338564,3345045,	PRDM16
uc001ake.1	chr1	+	2975603	3345045	2975683	3340235	17	2975603,3092548,3150510,3291575,3302914,3309214,3311162,3311918,3317807,3320983,3324251,3325090,3332004,3332474,3337295,3338389,3340157,	2975720,3092898,3150561,3291710,3303017,3309422,3311310,3312072,3319224,3321071,3324421,3325168,3332174,3332649,3337532,3338564,3345045,	PRDM16
uc001akf.1	chr1	+	2975603	3345045	2975683	3340235	17	2975603,3092548,3150510,3291575,3302914,3309214,3311162,3311918,3317807,3320983,3324251,3325090,3332004,3332474,3337295,3338389,3340100,	2975720,3092898,3150561,3291710,3303017,3309422,3311310,3312072,3319224,3321071,3324421,3325168,3332174,3332649,3337532,3338564,3345045,	PRDM16
uc009vlh.1	chr1	+	2975603	3345045	3311175	3340235	17	2975603,3092548,3150510,3291575,3302914,3309214,3311162,3311918,3317807,3320986,3324251,3325090,3332004,3332474,3337295,3338389,3340100,	2975720,3092898,3150561,3291714,3303017,3309422,3311310,3312072,3319224,3321071,3324421,3325168,3332174,3332649,3337532,3338564,3345045,	KIAA1675
uc001akg.2	chr1	+	3361006	3387537	3369508	3387011	15	3361006,3369489,3372571,3373591,3375303,3375856,3379501,3379816,3381131,3382393,3384298,3384847,3385940,3386235,3386871,	3361235,3370096,3372617,3373761,3375360,3376017,3379654,3379946,3381206,3382486,3384450,3385036,3386014,3386337,3387537,	ARHGEF16
uc001aki.1	chr1	+	3372428	3387537	3375859	3387011	13	3372428,3373591,3375303,3375856,3379501,3379816,3381131,3382393,3384298,3384847,3385940,3386235,3386871,	3372617,3373761,3375360,3376017,3379654,3379946,3381206,3382486,3384450,3385036,3386014,3386337,3387537,	ARHGEF16
uc001akj.1	chr1	+	3373394	3387537	3375859	3387011	12	3373394,3375303,3375856,3379501,3379816,3381131,3382393,3384298,3384847,3385940,3386235,3386871,	3373761,3375360,3376017,3379654,3379946,3381206,3382486,3384450,3385036,3386014,3386337,3387537,	ARHGEF16
uc009vli.1	chr1	+	3378030	3380881	3378081	3380072	3	3378030,3379501,3379816,	3378215,3379654,3380881,	ARHGEF16
uc001akk.1	chr1	-	3394365	3437872	3396951	3437669	30	3394365,3397335,3399062,3400194,3400794,3401036,3402313,3403078,3403656,3404794,3406011,3406219,3407056,3407389,3407600,3408219,3411631,3411845,3412531,3414218,3414981,3415498,3416293,3417206,3417973,3418429,3420973,3421825,3430547,3437503,	3397013,3397383,3399191,3400221,3400923,3401165,3402442,3403207,3403785,3404923,3406140,3406348,3407188,3407518,3407732,3408345,3411766,3411980,3412660,3414347,3415113,3415669,3416416,3417326,3418111,3418552,3421096,3421951,3430670,3437872,	MEGF6
uc001akl.1	chr1	-	3394365	3517919	3396951	3517692	37	3394365,3397335,3399062,3400194,3400419,3400794,3401036,3402313,3403078,3403411,3403656,3404794,3405121,3405561,3406011,3406219,3407056,3407389,3407600,3408219,3411631,3411845,3412531,3414218,3414981,3415498,3416293,3417206,3417973,3418429,3420973,3421825,3430547,3486248,3501761,3508889,3517561,	3397013,3397383,3399191,3400323,3400548,3400923,3401165,3402442,3403207,3403543,3403785,3404923,3405250,3405690,3406140,3406348,3407188,3407518,3407732,3408345,3411766,3411980,3412660,3414347,3415113,3415669,3416416,3417326,3418111,3418552,3421096,3421951,3430670,3486353,3501871,3509024,3517919,	MEGF6
uc001akm.1	chr1	+	3531415	3536554	3531496	3535027	5	3531415,3531847,3532136,3533923,3534832,	3531697,3531939,3532313,3534077,3536554,	TPRG1L
uc009vlj.1	chr1	+	3531415	3536554	3531496	3535027	4	3531415,3531847,3533923,3534832,	3531697,3531939,3534077,3536554,	TPRG1L
uc001akn.2	chr1	-	3537197	3556497	3537821	3556423	11	3537197,3538636,3539821,3541420,3541583,3542367,3543418,3545173,3553089,3553831,3556354,	3538081,3538762,3539927,3541498,3541718,3542454,3543522,3545246,3553206,3553984,3556497,	WDR8
uc001ako.1	chr1	-	3537198	3556497	3537398	3556423	12	3537198,3537889,3538636,3539821,3541420,3541583,3542367,3543418,3545173,3553089,3553831,3556354,	3537541,3538081,3538762,3539927,3541498,3541718,3542454,3543522,3545246,3553206,3553984,3556497,	WDR8
uc001akq.1	chr1	+	3558988	3640317	3588789	3639983	12	3558988,3588756,3589483,3613972,3628444,3629777,3633538,3634051,3634552,3635750,3636423,3639770,	3559065,3588854,3589604,3614215,3628631,3629893,3633648,3634194,3634641,3635872,3636475,3640317,	TP73
uc001akp.2	chr1	+	3558988	3640327	3588789	3639503	14	3558988,3588756,3589483,3613972,3628444,3629777,3633538,3634051,3634552,3635750,3636423,3637350,3637886,3639170,	3559065,3588854,3589604,3614215,3628631,3629893,3633648,3634194,3634641,3635872,3636572,3637489,3637980,3640327,	TP73
uc001akr.2	chr1	+	3597095	3640327	3597329	3639503	12	3597095,3613972,3628444,3629777,3633538,3634051,3634552,3635750,3636423,3637350,3637886,3639170,	3597368,3614215,3628631,3629893,3633648,3634194,3634641,3635872,3636572,3637489,3637980,3640327,	TP73
uc009vlk.1	chr1	+	3597095	3640327	3597329	3637979	11	3597095,3613972,3628444,3629777,3633538,3634051,3634552,3635750,3637350,3637886,3639170,	3597368,3614215,3628631,3629893,3633648,3634194,3634641,3635872,3637489,3637980,3640327,	TP73
uc001aks.2	chr1	+	3597095	3640327	3597329	3639186	11	3597095,3613972,3628444,3629777,3633538,3634051,3634552,3635750,3636423,3637350,3639170,	3597368,3614215,3628631,3629893,3633648,3634194,3634641,3635872,3636572,3637489,3640327,	TP73
uc009vll.1	chr1	+	3604469	3614958	3613999	3614236	2	3604469,3613972,	3604575,3614958,	AK310432
uc009vlm.1	chr1	-	3642407	3653746	3649605	3652627	4	3642407,3649227,3649484,3652030,	3646811,3649335,3649614,3653746,	KIAA0495
uc001akt.2	chr1	-	3642408	3653195	3642408	3642408	6	3642408,3646656,3649227,3649484,3652030,3652710,	3644278,3646811,3649335,3649614,3652605,3653195,	DKFZp434N0450
uc001akv.1	chr1	+	3658821	3678069	3658905	3677947	12	3658821,3660541,3661880,3663156,3667704,3669043,3669531,3670129,3672958,3673656,3676206,3677824,	3659223,3660665,3661991,3663314,3667854,3669136,3669898,3670260,3673036,3673869,3676311,3678069,	CCDC27
uc001akw.2	chr1	+	3679211	3682403	3681797	3682345	4	3679211,3679486,3681722,3682218,	3679265,3679605,3681907,3682403,	LOC388588
uc001akx.1	chr1	-	3686643	3702928	3687511	3702900	7	3686643,3687935,3689084,3690419,3691510,3693272,3702285,	3687760,3688025,3689187,3690535,3691627,3693734,3702928,	LRRC47
uc001aky.1	chr1	-	3720273	3763657	3721825	3758831	22	3720273,3722703,3729597,3729847,3732181,3732793,3733131,3735689,3736214,3737469,3740285,3741348,3742918,3743715,3745387,3746031,3751330,3751712,3753898,3755031,3758718,3763312,	3721941,3722794,3729665,3729986,3732290,3732860,3733168,3735797,3736421,3737646,3740459,3741516,3743116,3743943,3745543,3746200,3751407,3751775,3754037,3755205,3758845,3763657,	KIAA0562
uc001akz.2	chr1	-	3740095	3763657	3740279	3758831	12	3740095,3741348,3742918,3743715,3745387,3746031,3751330,3751712,3753898,3755031,3758718,3763312,	3740459,3741516,3743116,3743943,3745543,3746200,3751407,3751775,3754037,3755205,3758845,3763657,	KIAA0562
uc009vln.1	chr1	+	3763704	3772424	3764027	3772236	3	3763704,3765141,3772235,	3764141,3765275,3772424,	DFFB
uc001ala.1	chr1	+	3763704	3772822	3764027	3772727	3	3763704,3765141,3772707,	3764141,3765268,3772822,	DFFB
uc009vlo.1	chr1	+	3763704	3772910	3764027	3772727	4	3763704,3765141,3772235,3772707,	3764141,3765268,3772424,3772910,	DFFB
uc001alc.1	chr1	+	3763704	3791853	3764027	3790165	7	3763704,3765141,3772235,3774397,3776028,3778895,3789930,	3764141,3765268,3772424,3774477,3776199,3778996,3791853,	DFFB
uc001ale.1	chr1	+	3763704	3791853	3763704	3763704	8	3763704,3765141,3772235,3772707,3774397,3776028,3778895,3789930,	3764141,3765290,3772424,3772822,3774477,3776199,3778996,3791853,	CAD
uc009vlp.1	chr1	+	3763704	3791853	3763704	3763704	8	3763704,3765141,3772235,3774397,3776028,3778895,3779437,3789930,	3764141,3765268,3772424,3774477,3776199,3778996,3779561,3791853,	CAD
uc001alb.1	chr1	+	3763704	3791853	3763704	3763704	7	3763704,3765141,3772235,3774397,3776028,3778895,3789930,	3764141,3765290,3772424,3774477,3776199,3778996,3791853,	CAD
uc009vlq.1	chr1	+	3763704	3791853	3763704	3763704	8	3763704,3765141,3766843,3772235,3774397,3776028,3778895,3789930,	3764141,3765268,3766930,3772424,3774477,3776199,3778996,3791853,	CAD
uc009vlr.1	chr1	+	3763704	3791853	3772141	3790165	7	3763704,3765141,3772066,3774397,3776028,3778895,3789930,	3764141,3765268,3772424,3774477,3776199,3778996,3791853,	DFFB
uc001ald.1	chr1	+	3763704	3791853	3772186	3790165	7	3763704,3765141,3772185,3774397,3776028,3778895,3789930,	3764141,3765268,3772424,3774477,3776199,3778996,3791853,	DFFB
uc001alf.1	chr1	-	3795556	3806709	3796383	3806610	4	3795556,3796992,3799306,3806595,	3796497,3797481,3799420,3806709,	C1orf174
uc009vls.1	chr1	-	3795556	3806709	3795556	3795556	6	3795556,3796992,3799306,3801718,3802010,3806595,	3796497,3797481,3799420,3801966,3802607,3806709,	C1orf174
uc001alg.1	chr1	+	3806830	3823649	3806830	3806830	4	3806830,3810388,3820115,3820818,	3807055,3810460,3820714,3823649,	BC016994
uc001alh.2	chr1	+	3806830	3823737	3806830	3806830	2	3806830,3822910,	3807055,3823737,	BC062787
uc001ali.1	chr1	+	3900536	3915182	3900536	3900536	3	3900536,3900913,3912172,	3900618,3901063,3915182,	AK124708
uc001alj.1	chr1	+	4371970	4383107	4371970	4371970	4	4371970,4375472,4376231,4382679,	4372552,4375507,4376468,4383107,	AX748168
uc001alk.1	chr1	+	4375472	4383368	4375472	4375472	4	4375472,4376231,4382679,4383267,	4375507,4376468,4383107,4383368,	BC128214
uc001all.1	chr1	+	4382679	4384604	4382679	4382679	3	4382679,4383267,4383913,	4383107,4383368,4384604,	AX748168
uc001alm.1	chr1	+	4614964	4737714	4615345	4734419	6	4614964,4671819,4729772,4732199,4734346,4737320,	4615374,4672619,4729860,4732445,4734478,4737714,	AJAP1
uc001aln.1	chr1	+	4614964	4743711	4615345	4734419	6	4614964,4671819,4729772,4732199,4734346,4742464,	4615374,4672619,4729860,4732445,4734478,4743711,	AJAP1
uc001alo.2	chr1	+	4749496	4752042	4749496	4749496	1	4749496,	4752042,	BC037321
uc001alp.1	chr1	-	5544355	5650902	5544355	5544355	3	5544355,5545816,5650787,	5544901,5546002,5650902,	AK125078
uc001alq.1	chr1	-	5845456	5975118	5845911	5968936	30	5845456,5846536,5846984,5847748,5849019,5849676,5850386,5855898,5857117,5857520,5859739,5862760,5869932,5873514,5887263,5887938,5888278,5889761,5891798,5910295,5915793,5929750,5930716,5935346,5944440,5949945,5951733,5960916,5968801,5974890,	5846052,5846680,5847164,5847920,5849105,5849762,5850543,5855982,5857304,5857747,5859945,5862886,5870113,5873675,5887451,5888130,5888430,5889869,5891860,5910434,5915976,5929877,5930898,5935483,5944596,5950010,5951906,5961060,5968974,5975118,	NPHP4
uc001alr.1	chr1	-	5845457	5851022	5849015	5850684	3	5845457,5849676,5850386,	5849105,5849762,5851022,	NPHP4
uc001als.1	chr1	-	5858600	5975118	5858600	5858600	23	5858600,5859032,5859739,5861992,5862760,5869932,5873514,5887263,5887938,5888278,5889761,5891798,5910295,5915793,5929750,5930716,5935346,5944440,5949945,5951733,5960916,5968801,5974890,	5858725,5859170,5859945,5862279,5862886,5870113,5873675,5887451,5888130,5888427,5889869,5891860,5910434,5915976,5929877,5930898,5935483,5944596,5950010,5951906,5961060,5968974,5975118,	KIAA0673
uc009vlt.1	chr1	-	5859739	5975118	5859739	5859739	17	5859739,5862760,5869932,5873514,5887263,5887938,5888278,5910295,5915793,5929750,5930716,5944440,5949945,5951733,5960916,5968801,5974890,	5859945,5862886,5870113,5873675,5887451,5888130,5888427,5910434,5915976,5929877,5930898,5944596,5950010,5951906,5961060,5968974,5975118,	KIAA0673
uc001alt.1	chr1	-	5859739	5975118	5859739	5859739	16	5859739,5862760,5869932,5873514,5887263,5887938,5888278,5910295,5915793,5929750,5930716,5935346,5944440,5949945,5951733,5974890,	5859945,5862886,5870113,5873675,5887451,5888130,5888430,5910434,5915976,5929877,5930898,5935483,5944596,5950010,5951906,5975118,	KIAA0673
uc009vlu.1	chr1	-	5869143	5888130	5869143	5869143	6	5869143,5869932,5871106,5873514,5887263,5887938,	5869619,5870113,5871257,5873675,5887451,5888130,	KIAA0673
uc009vlv.1	chr1	+	5975352	6083110	6023215	6081221	16	5975352,6023163,6024477,6055401,6056379,6064841,6067850,6070113,6071654,6073035,6077046,6077969,6078176,6079282,6079915,6081131,	5975435,6023292,6024519,6055445,6056417,6064921,6067895,6070158,6071698,6073122,6077132,6078090,6078271,6079403,6080004,6083110,	KCNAB2
uc001alu.2	chr1	+	6008966	6081200	6023215	6080178	15	6008966,6023163,6024477,6055401,6056379,6064841,6067850,6070113,6071654,6073035,6077046,6077969,6078176,6079282,6079915,	6009092,6023292,6024519,6055445,6056417,6064921,6067895,6070158,6071698,6073122,6077132,6078090,6078271,6079403,6081200,	KCNAB2
uc001alv.1	chr1	+	6008966	6083110	6023215	6081221	16	6008966,6023163,6024477,6055401,6056379,6064841,6067850,6070113,6071654,6073035,6077046,6077969,6078176,6079282,6079915,6081131,	6009092,6023292,6024519,6055445,6056417,6064921,6067895,6070158,6071698,6073122,6077132,6078090,6078271,6079403,6080004,6083110,	KCNAB2
uc001alw.1	chr1	+	6008966	6083110	6023215	6081221	15	6008966,6023163,6055401,6056379,6064841,6067850,6070113,6071654,6073035,6077046,6077969,6078176,6079282,6079915,6081131,	6009092,6023292,6055445,6056417,6064921,6067895,6070158,6071698,6073122,6077132,6078090,6078271,6079403,6080004,6083110,	KCNAB2
uc001alx.1	chr1	+	6016929	6083110	6023215	6081221	16	6016929,6023163,6024477,6055401,6056379,6064841,6067850,6070113,6071654,6073035,6077046,6077969,6078176,6079282,6079915,6081131,	6017441,6023292,6024519,6055445,6056417,6064921,6067895,6070158,6071698,6073122,6077132,6078090,6078271,6079403,6080004,6083110,	KCNAB2
uc001aly.1	chr1	+	6028567	6083110	6034183	6081221	16	6028567,6034157,6055401,6056379,6064841,6067850,6070113,6071654,6073035,6073909,6077046,6077969,6078176,6079282,6079915,6081131,	6028830,6034401,6055445,6056417,6064921,6067895,6070158,6071698,6073122,6073954,6077132,6078090,6078271,6079403,6080004,6083110,	KCNAB2
uc009vlw.1	chr1	+	6028567	6083110	6064841	6081221	14	6028567,6055401,6056379,6064841,6067850,6070113,6071654,6073035,6077046,6077969,6078176,6079282,6079915,6081131,	6028830,6055445,6056417,6064921,6067895,6070158,6071698,6073122,6077132,6078090,6078271,6079403,6080004,6083110,	KCNAB2
uc001alz.1	chr1	-	6084439	6114395	6088014	6111674	21	6084439,6088880,6089262,6092441,6093040,6094421,6094786,6095555,6103751,6104140,6106594,6107163,6107746,6108170,6108412,6109218,6110692,6111145,6111484,6112794,6114277,	6088074,6088934,6089426,6092637,6093173,6094530,6094924,6095645,6103884,6104220,6106754,6107308,6107880,6108259,6108505,6109393,6110865,6111256,6111716,6112975,6114395,	CHD5
uc001ama.1	chr1	-	6084439	6126802	6084439	6084439	31	6084439,6088880,6089262,6092441,6093040,6094421,6094786,6095555,6095957,6103751,6104140,6106594,6107163,6107746,6108170,6108412,6109218,6110692,6111145,6111484,6112850,6114277,6116774,6117364,6117876,6119163,6119374,6124774,6125060,6126469,6126670,	6088074,6088934,6089426,6092637,6093173,6094530,6094924,6095645,6096063,6103884,6104220,6106754,6107308,6107880,6108259,6108505,6109393,6110865,6111256,6111716,6112975,6114395,6116906,6117506,6118050,6119285,6119512,6124975,6125252,6126578,6126802,	KIAA0444
uc001amb.1	chr1	-	6084439	6162770	6088926	6162670	42	6084439,6088880,6089041,6089262,6092441,6093040,6094421,6094786,6095555,6103751,6104140,6106594,6107163,6107746,6108170,6108412,6109218,6110692,6111145,6111484,6112850,6114277,6116774,6117364,6117876,6119163,6119374,6124774,6125060,6126469,6126670,6128858,6129311,6131500,6131892,6133678,6135058,6137306,6138245,6141982,6150796,6162591,	6088074,6088934,6089156,6089426,6092637,6093173,6094530,6094924,6095645,6103884,6104220,6106754,6107308,6107880,6108259,6108505,6109393,6110865,6111256,6111716,6112975,6114395,6116906,6117506,6118050,6119285,6119512,6124975,6125252,6126578,6126802,6129070,6129518,6131722,6132059,6133802,6135183,6137545,6138364,6142162,6150924,6162770,	CHD5
uc001amc.1	chr1	-	6103751	6129518	6103751	6103751	24	6103751,6104140,6106594,6107163,6107784,6108170,6108412,6109218,6110692,6111145,6111484,6112850,6114277,6116774,6117364,6117876,6119163,6119374,6124774,6125060,6126469,6126670,6128858,6129311,	6103884,6104220,6106754,6107308,6107880,6108259,6108505,6109393,6110865,6111256,6111716,6112975,6114395,6116906,6117506,6118050,6119285,6119512,6124975,6125252,6126578,6126802,6129070,6129518,	KIAA0444
uc009vlx.1	chr1	-	6104140	6119512	6104140	6104140	16	6104140,6106594,6107746,6108170,6108412,6109218,6110692,6111145,6111484,6112850,6114277,6116774,6117364,6117876,6119163,6119374,	6104220,6106754,6107880,6108259,6108505,6109393,6110865,6111256,6111716,6112975,6114395,6116906,6117506,6118050,6119285,6119512,	KIAA0444
uc001amd.1	chr1	-	6167666	6182266	6169318	6182220	4	6167666,6175576,6180298,6182208,	6169463,6175701,6180403,6182266,	RPL22
uc001ame.1	chr1	-	6167666	6182266	6169421	6182220	4	6167666,6175593,6180298,6182208,	6169463,6175701,6180403,6182266,	RPL22
uc001amf.1	chr1	+	6188775	6190953	6189182	6190569	3	6188775,6189182,6190025,	6188949,6189373,6190953,	RNF207
uc001amg.1	chr1	+	6188775	6203946	6189182	6202054	18	6188775,6189182,6190025,6191527,6191761,6191914,6192060,6192570,6192869,6193016,6193516,6193667,6194513,6194877,6195328,6195712,6200935,6201882,	6188949,6189373,6190158,6191672,6191843,6191990,6192186,6192617,6192942,6193085,6193585,6193765,6194700,6195063,6195380,6195830,6201016,6203946,	RNF207
uc001amh.2	chr1	+	6191264	6193546	6191608	6193066	6	6191264,6191761,6191914,6192570,6192869,6193016,	6191672,6191843,6192186,6192617,6192942,6193546,	RNF207
uc001amj.1	chr1	+	6191527	6195830	6192114	6195406	10	6191527,6192060,6192570,6192869,6193016,6193516,6193667,6194513,6194877,6195328,	6191672,6192186,6192617,6192942,6193085,6193585,6193765,6194700,6195063,6195830,	RNF207
uc001amk.1	chr1	-	6203839	6218631	6207726	6218558	5	6203839,6214548,6216120,6217532,6218363,	6207909,6214766,6216290,6217621,6218631,	ICMT
uc001aml.1	chr1	-	6203839	6218631	6207726	6216286	6	6203839,6214548,6216120,6217051,6217532,6218363,	6207909,6214766,6216290,6217158,6217621,6218631,	PCCMT
uc001amm.2	chr1	+	6220457	6222077	6220457	6220457	2	6220457,6220867,	6220495,6222077,	C1orf211
uc009vly.1	chr1	+	6226848	6228225	6227012	6228154	4	6226848,6226997,6227194,6227756,	6226888,6227093,6227276,6228225,	HES3
